1,2394
2584,1512
4159,4410
8695,63
8821,63
8947,63
9073,1197
10396,2835
13294,189
13609,63
13735,378
14176,3717
17956,2079
20098,4788
25264,63
25453,63
25642,756
26461,252
26776,63
26902,189
27154,63
27469,567
28162,252
28477,126
28666,63
28792,126
28981,126
29170,126
29485,504
